,Ngày,Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Giá/m2
57702,2020-06-25,"Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Trung Văn,"Nhà mặt phố, mặt tiền",NaN,NaN,3 phòng,42 m²,9 m,5 m,"126,19 triệu/m²"
57703,2020-06-25,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,34 m²,NaN,4.2 m,"96,47 triệu/m²"
57704,2020-06-25,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,32 m²,NaN,NaN,"78,13 triệu/m²"
57705,2020-06-25,"Đường Nguyễn Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,60 m²,12 m,5 m,75 triệu/m²
57706,2020-06-25,"Đường Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,40 m²,NaN,4 m,79.000 đ/m²
57707,2020-06-25,"Đường Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Tứ Liên,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,67 m²,17 m,4 m,"59,7 triệu/m²"
57708,2020-06-25,"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Quan Hoa,"Nhà mặt phố, mặt tiền",NaN,NaN,6 phòng,100 m²,NaN,NaN,75 triệu/m²
57709,2020-06-25,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,42 m²,NaN,4.3 m,"64,29 triệu/m²"
57710,2020-06-25,"Đường Thiên Hiền, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,60 m²,12 m,5 m,95 triệu/m²
57711,2020-06-25,"Đường Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",NaN,NaN,5 phòng,63 m²,NaN,NaN,"101,59 triệu/m²"
57712,2020-06-25,"Đường Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,38 m²,NaN,3 m,"72,37 triệu/m²"
57713,2020-06-25,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,35 m²,NaN,3 m,"82,86 triệu/m²"
57714,2020-06-25,"Đường Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",NaN,NaN,5 phòng,51 m²,NaN,NaN,780.392 đ/m²
57715,2020-06-25,"Đường Ngô Thì Nhậm, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6 phòng,48 m²,NaN,NaN,"111,46 triệu/m²"
57716,2020-06-25,"Đường Đê Trần Khát Chân, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Đằng,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,38 m²,NaN,NaN,"84,21 triệu/m²"
57717,2020-06-25,"Đường Giải Phóng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,27 m²,9 m,3 m,"85,19 triệu/m²"
57718,2020-06-25,"Đường Trương Định, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,33 m²,NaN,5 m,"84,85 triệu/m²"
57719,2020-06-25,"Đường Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",NaN,NaN,3 phòng,33 m²,NaN,NaN,"184,85 triệu/m²"
57720,2020-06-25,"Đường Trường Chinh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,NaN,6 m,"102,22 triệu/m²"
57721,2020-06-25,"Đường Doãn Kế Thiện, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5,5 phòng,65 m²,12 m,6 m,"115,38 triệu/m²"
57722,2020-06-25,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,40 m²,NaN,NaN,"87,5 triệu/m²"
57723,2020-06-25,"Đường Kim Liên Mới, Phường Kim Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Kim Liên,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,4 phòng,90 m²,NaN,NaN,"168,89 triệu/m²"
57724,2020-06-25,"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,38 m²,NaN,NaN,"63,16 triệu/m²"
57725,2020-06-25,"Đường Bạch Mai||485, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn,Nhà biệt thự,Đã có sổ,4,6 phòng,45 m²,NaN,NaN,"126,67 triệu/m²"
57726,2020-06-25,"Đường Mỹ Đình 1, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,NaN,1 phòng,31 m²,NaN,4 m,"59,68 triệu/m²"
57727,2020-06-25,"Đường Lê Thanh Nghị, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Cầu Dền,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,38 m²,9 m,4 m,"118,42 triệu/m²"
57728,2020-06-25,"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,38 m²,10 m,3 m,100 triệu/m²
57729,2020-06-25,"ngõ 180, Đường Hoa Bằng, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,5 phòng,38 m²,10 m,3.4 m,"102,63 triệu/m²"
57730,2020-06-25,"Đường Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Lê Đại Hành,"Nhà ngõ, hẻm",Đã có sổ,3,2 phòng,20 m²,NaN,NaN,105 triệu/m²
57731,2020-06-25,"Đường 19, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5,5 phòng,35 m²,NaN,NaN,"81,43 triệu/m²"
57732,2020-06-25,"Đường Xuân La, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Tảo,"Nhà mặt phố, mặt tiền",NaN,NaN,5 phòng,90 m²,NaN,NaN,"222,22 triệu/m²"
57733,2020-06-25,"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,NaN,7 phòng,55 m²,NaN,NaN,"192,73 triệu/m²"
57734,2020-06-25,"Đường Ngũ Nhạc, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,30 m²,NaN,NaN,"66,67 triệu/m²"
57735,2020-06-25,"Hoàng mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,36 m²,NaN,NaN,"72,22 triệu/m²"
57736,2020-06-25,"Đường Lê Trọng Tấn, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,Nhà phố liền kề,Đã có sổ,4,3 phòng,31 m²,NaN,NaN,"92,9 triệu/m²"
57737,2020-06-25,"Đường Nguyễn Cao, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đống Mác,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,30 m²,6 m,5 m,"166,67 triệu/m²"
57738,2020-06-25,"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,41 m²,NaN,NaN,"75,61 triệu/m²"
57739,2020-06-25,"Đội CẤn, Phường Kim Mã, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,40 m²,NaN,NaN,80 triệu/m²
57740,2020-06-25,"Giái Phòng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,61 m²,NaN,NaN,"59,84 triệu/m²"
57741,2020-06-25,"Đường Đặng Thùy Trâm, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,9 phòng,120 m²,NaN,NaN,"266,67 triệu/m²"
57742,2020-06-25,"Đường Hoàng Ngân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,37 m²,NaN,5 m,"116,22 triệu/m²"
57743,2020-06-25,"Hồng Tiến, Phường Long Biên, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,33 m²,NaN,NaN,100 triệu/m²
57744,2020-06-25,"Đường Nguyễn Chí Thanh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Ngọc Khánh,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,70 m²,18 m,4 m,100 triệu/m²
57745,2020-06-25,"Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Phú Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,6 phòng,30 m²,NaN,NaN,"93,33 triệu/m²"
57746,2020-06-25,"Đường Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đồng Tâm,"Nhà mặt phố, mặt tiền",NaN,NaN,3 phòng,25 m²,NaN,NaN,220 triệu/m²
57747,2020-06-25,"Đường Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,38 m²,NaN,NaN,"81,58 triệu/m²"
57748,2020-06-25,"Đường Đại Kim, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,32 m²,NaN,NaN,"68,75 triệu/m²"
57749,2020-06-25,"Đường Bà Triệu, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",Quận Hoàn Kiếm,Phường Trần Hưng Đạo,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,14 m²,NaN,3 m,"214,29 triệu/m²"
57750,2020-06-25,"Đường Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",NaN,NaN,8 phòng,65 m²,14 m,4 m,"253,85 triệu/m²"
57751,2020-06-25,"Đường Hồ Đắc Di, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",NaN,NaN,3 phòng,25 m²,NaN,NaN,174 triệu/m²
57752,2020-06-25,"Đường Hoàng Mai, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,40 m²,8 m,5 m,"72,5 triệu/m²"
57753,2020-06-25,"Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,33 m²,NaN,NaN,"87,88 triệu/m²"
57754,2020-06-25,"Đường Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,45 m²,NaN,3 m,"113,33 triệu/m²"
57755,2020-06-25,"Đường Nguyễn Tuân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,38 m²,NaN,NaN,"76,32 triệu/m²"
57756,2020-06-25,"Đường Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",NaN,NaN,2 phòng,32 m²,NaN,NaN,"85,94 triệu/m²"
57757,2020-06-25,"Đường Hồng Mai, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Quỳnh Mai,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,40 m²,NaN,NaN,135 triệu/m²
57758,2020-06-25,"Đường Huỳnh Tấn Phát, Phường Thạch Bàn, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Thạch Bàn,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,60 m²,NaN,7 m,90 triệu/m²
57759,2020-06-25,"Đường Mạc Thái Tông, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3 phòng,50 m²,NaN,5 m,290 triệu/m²
57760,2020-06-25,"Đường Cổ Nhuế, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,34 m²,NaN,NaN,"47,06 triệu/m²"
57761,2020-06-25,"đường Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",NaN,NaN,5 phòng,73 m²,NaN,NaN,"102,74 triệu/m²"
57762,2020-06-25,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Trung Văn,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,35 m²,NaN,NaN,"72,86 triệu/m²"
57763,2020-06-25,"Đường Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",NaN,7,7 phòng,40 m²,10 m,4 m,85 triệu/m²
57764,2020-06-25,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,NaN,6 phòng,45 m²,9 m,5 m,"93,33 triệu/m²"
57765,2020-06-25,"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,4,1 phòng,37 m²,NaN,NaN,"71,62 triệu/m²"
57766,2020-06-25,"Đường Hoàng Hoa Thám, Phường Liễu Giai, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Liễu Giai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3 phòng,33 m²,NaN,NaN,"71,21 triệu/m²"
57767,2020-06-25,"Đường Nguyễn Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,50 m²,10 m,5 m,80 triệu/m²
57768,2020-06-25,"Đường Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,35 m²,9 m,4 m,"8,14 triệu/m²"
57769,2020-06-25,"Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,36 m²,NaN,NaN,"83,33 triệu/m²"
57770,2020-06-25,"Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Yên Sở,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,4 phòng,33 m²,8 m,4.2 m,"59,09 triệu/m²"
57771,2020-06-25,"Đường Phạm Thận Duật, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",NaN,NaN,5 phòng,45 m²,10 m,4 m,"166,67 triệu/m²"
57772,2020-06-25,"19, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,42 m²,NaN,4 m,"83,33 triệu/m²"
57773,2020-06-25,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,7,4 phòng,30 m²,NaN,4 m,140 triệu/m²
57774,2020-06-25,"Đường Thanh Liệt, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,35 m²,NaN,NaN,70 triệu/m²
57775,2020-06-25,"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,2,2 phòng,34 m²,NaN,NaN,"47,06 triệu/m²"
57776,2020-06-25,"10, Đường Ngô Thì Nhậm, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,50 m²,NaN,4 m,116 triệu/m²
57777,2020-06-25,"Đường Đại Cồ Việt, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Lê Đại Hành,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3 phòng,40 m²,NaN,8 m,"362,5 triệu/m²"
57778,2020-06-25,"Đường Quốc lộ 70, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Tả Thanh Oai,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,30 m²,10 m,3 m,66 triệu/m²
57779,2020-06-25,"Đường Thái Thịnh 1, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,NaN,6 phòng,45 m²,9 m,6 m,"93,33 triệu/m²"
57780,2020-06-25,"Đường Kim Ngưu, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,NaN,5 phòng,45 m²,NaN,NaN,"75,56 triệu/m²"
57781,2020-06-25,"Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Nam,"Nhà mặt phố, mặt tiền",NaN,NaN,6 phòng,42 m²,NaN,NaN,"54,76 triệu/m²"
57782,2020-06-25,"Đường Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,40 m²,NaN,NaN,"82,5 triệu/m²"
57783,2020-06-25,"Đường Gốc Đề, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà mặt phố, mặt tiền",NaN,NaN,2 phòng,40 m²,NaN,NaN,"40,75 triệu/m²"
57784,2020-06-25,"Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",NaN,NaN,nhiều hơn 10 phòng,68 m²,15 m,4 m,"76,47 triệu/m²"
57785,2020-06-25,"Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Thụy Khuê,"Nhà ngõ, hẻm",NaN,NaN,2 phòng,45 m²,NaN,NaN,"72,22 triệu/m²"
57786,2020-06-25,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,60 m²,NaN,NaN,"108,33 triệu/m²"
57787,2020-06-25,"Đường Thọ Am, Xã Liên Ninh, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Liên Ninh,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,40 m²,8 m,5 m,35 triệu/m²
57788,2020-06-25,"Đường Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,1,2 phòng,52 m²,NaN,NaN,"82,69 triệu/m²"
57789,2020-06-25,"Đường Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,nhiều hơn 10 phòng,100 m²,8 m,16 m,270 triệu/m²
57790,2020-06-25,"Đường Đặng Văn Ngữ, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,40 m²,NaN,NaN,97 triệu/m²
57791,2020-06-25,"Đường Văn Chương, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,20 m²,NaN,NaN,"82,5 triệu/m²"
57792,2020-06-25,"Đường Thanh Lân, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thanh Trì,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6 phòng,35 m²,NaN,NaN,"91,43 triệu/m²"
57793,2020-06-25,"Đường Hàng Cháo, Phường Cát Linh, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Cát Linh,"Nhà ngõ, hẻm",Đã có sổ,7,4 phòng,20 m²,4 m,5 m,115 triệu/m²
57794,2020-06-25,"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,3,4 phòng,60 m²,NaN,6 m,"58,33 triệu/m²"
57795,2020-06-25,"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,4 phòng,41 m²,10 m,4 m,"75,61 triệu/m²"
57796,2020-06-25,"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,42 m²,10 m,4 m,"71,19 triệu/m²"
57797,2020-06-25,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà mặt phố, mặt tiền",Giấy tờ khác,3,4 phòng,30 m²,NaN,NaN,"106,67 triệu/m²"
57798,2020-06-25,"Đường Thụy Phương, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,2,2 phòng,33 m²,NaN,NaN,"48,48 triệu/m²"
57799,2020-06-25,"Đường Khương Hạ, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,36 m²,NaN,NaN,"76,39 triệu/m²"
57800,2020-06-25,"Đường Thanh Liệt, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Thanh Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,4 phòng,34 m²,NaN,NaN,"72,06 triệu/m²"
57801,2020-06-25,"Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,NaN,3 m,"57,78 triệu/m²"
